"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
24,18,4,33575,4,9,9,8,9,9,1,9,9
28,43,4,65009,4,5,6,5,6,3,5,3,6
13,50,4,72192,4,8,7,7,7,5,7,7,3
2,40,4,61579,4,8,7,6,2,1,2,3,1
7,34,4,51979,4,7,1,7,9,5,3,6,4
3,10,4,23616,4,9,3,6,8,4,6,5,1
14,4,4,10428,4,9,7,9,7,7,7,7,6
2,30,4,47964,4,6,7,4,8,6,8,5,3
24,3,4,7749,4,7,7,7,7,3,7,7,7
2,39,4,60554,4,7,6,9,9,9,7,9,9
20,48,4,69340,4,7,5,7,7,4,5,6,4
29,22,4,37394,4,6,4,4,3,2,2,3,1
12,37,4,56987,4,7,7,7,6,5,6,6,1
4,41,4,62215,4,7,3,4,4,1,5,3,3
26,31,4,49616,4,7,6,7,7,7,7,7,7
16,14,4,29637,4,7,4,4,4,5,5,4,4
20,19,4,34366,4,3,2,3,3,2,4,4,2
10,45,4,66798,4,7,8,8,9,7,9,8,7
12,42,4,64407,4,8,9,9,9,8,8,9,9
23,39,4,60554,4,8,9,8,9,9,8,9,9
12,6,4,12905,4,3,7,3,7,4,4,5,6
23,36,4,54927,4,9,9,9,7,7,7,8,7
27,19,4,34366,4,7,7,6,7,3,4,4,3
5,42,4,64407,4,7,1,2,2,1,1,1,2
27,35,4,52757,4,6,7,6,7,7,6,7,6
30,16,4,32930,4,9,8,8,6,6,7,7,6
2,45,4,66798,4,7,4,6,3,3,4,2,2
6,44,4,66742,4,6,5,6,4,4,5,5,4
24,6,4,12905,4,5,3,5,3,2,1,3,3
29,14,4,29637,4,4,3,4,2,2,3,2,1
14,22,4,37394,4,9,9,9,9,9,9,9,8
2,40,4,61579,4,7,3,3,4,3,3,1,1
13,30,4,47964,4,8,8,6,8,5,6,6,4
8,5,4,11579,4,6,3,3,6,2,3,3,2
25,20,4,34938,4,7,7,7,4,6,6,6,6
27,34,4,51979,4,7,3,3,6,4,6,3,4
20,9,4,19228,4,9,6,8,9,7,6,8,7
13,3,4,7749,4,6,5,6,6,5,4,4,4
3,43,4,65009,4,3,2,3,1,2,1,1,1
16,49,4,71954,4,4,6,4,3,3,5,3,3
11,44,4,66742,4,7,5,4,2,5,7,4,5
22,29,4,47890,4,7,2,5,5,4,5,4,2
6,26,4,42825,4,8,7,6,6,4,5,4,2
23,4,4,10428,4,5,6,4,1,1,1,3,1
30,41,4,62215,4,7,3,4,3,3,1,2,1
24,15,4,30144,4,6,4,6,6,3,3,3,3
29,37,4,56987,4,7,6,7,7,4,7,5,4
7,11,4,24301,4,9,9,9,9,9,9,9,9
29,31,4,49616,4,9,9,9,9,9,9,9,9
16,33,4,51074,4,9,6,6,8,3,7,4,6
22,7,4,14854,4,3,1,4,7,7,3,1,3
10,46,4,68152,4,9,8,7,7,7,8,8,7
22,10,4,23616,4,9,7,5,9,6,8,7,7
4,50,4,72192,4,9,5,7,4,1,8,6,4
22,17,4,33061,4,8,7,7,8,4,5,7,6
18,24,4,41174,4,7,6,7,8,7,8,7,8
21,2,4,7144,4,7,7,8,8,8,7,7,7
1,18,4,33575,4,8,6,7,3,1,1,1,1
5,1,4,4003,4,9,7,7,6,4,4,3,3
24,43,4,65009,4,4,4,2,3,2,5,3,3
27,21,4,35576,4,8,7,7,6,7,7,7,6
30,33,4,51074,4,7,8,6,7,4,6,5,3
10,10,4,23616,4,7,5,4,4,3,4,4,3
29,29,4,47890,4,5,7,5,3,3,2,4,3
10,15,4,30144,4,3,3,3,3,7,3,3,1
3,18,4,33575,4,7,4,7,7,3,7,5,6
7,49,4,71954,4,5,3,5,6,6,4,5,7
16,28,4,45600,4,6,1,6,5,3,4,3,6
7,25,4,41584,4,7,4,6,6,3,5,4,3
25,48,4,69340,4,8,6,6,6,3,6,3,3
26,8,4,18269,4,7,8,6,7,6,6,6,6
9,13,4,28918,4,3,2,1,1,1,1,1,1
15,27,4,43493,4,4,3,3,2,1,2,2,2
2,12,4,28271,4,7,3,5,7,3,4,4,4
4,1,4,4003,4,9,3,6,7,3,7,4,3
15,32,4,50416,4,4,3,5,7,5,4,4,5
23,20,4,34938,4,6,4,6,5,3,5,4,3
1,38,4,59109,4,6,7,7,6,2,7,4,1
12,6,4,12905,4,3,3,4,3,3,1,2,1
28,23,4,38729,4,6,5,6,7,6,7,4,5
15,47,4,69312,4,2,2,2,2,2,2,2,1
