"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
14,10,16,23616,16,8,7,8,8,8,7,7,7
7,7,16,14854,16,7,8,7,7,8,6,7,8
29,29,16,47890,16,8,8,7,8,9,7,7,8
4,46,16,68152,16,7,6,6,7,7,4,7,7
16,43,16,65009,16,7,4,7,7,6,6,7,7
5,6,16,12905,16,9,9,8,8,8,8,8,7
15,15,16,30144,16,8,8,8,8,8,7,8,7
10,20,16,34938,16,8,8,8,8,8,8,8,8
21,45,16,66798,16,7,7,7,7,7,7,7,7
8,21,16,35576,16,5,6,4,7,2,2,4,2
12,19,16,34366,16,5,3,3,6,6,3,5,4
20,17,16,33061,16,8,8,4,5,6,4,6,4
8,30,16,47964,16,9,9,9,9,9,1,9,9
24,1,16,4003,16,9,7,8,9,6,7,9,7
13,36,16,54927,16,9,9,9,9,7,8,9,9
14,41,16,62215,16,7,8,7,7,6,6,8,7
16,48,16,69340,16,7,3,6,6,2,7,3,1
17,14,16,29637,16,8,3,5,6,4,8,6,5
9,2,16,7144,16,7,7,7,7,3,4,6,5
11,13,16,28918,16,9,9,9,7,6,7,7,7
21,42,16,64407,16,9,9,9,9,9,9,9,9
25,3,16,7749,16,9,7,8,6,3,7,5,6
2,8,16,18269,16,9,9,9,7,7,9,9,5
7,16,16,32930,16,7,5,7,7,5,7,7,5
17,27,16,43493,16,9,8,9,9,8,8,9,8
26,39,16,60554,16,9,5,9,9,9,9,9,9
17,49,16,71954,16,9,7,7,3,6,7,7,7
19,12,16,28271,16,7,8,8,8,6,8,7,8
23,26,16,42825,16,7,9,7,7,4,7,7,7
26,38,16,59109,16,9,6,7,7,6,6,6,7
7,44,16,66742,16,6,6,6,4,2,7,6,3
16,35,16,52757,16,7,7,6,5,4,4,5,4
8,40,16,61579,16,9,9,9,8,6,7,8,8
5,5,16,11579,16,9,7,7,8,8,9,9,9
23,32,16,50416,16,9,6,7,8,8,7,9,7
8,34,16,51979,16,6,4,3,6,2,3,2,2
5,23,16,38729,16,7,7,7,7,7,5,7,8
9,50,16,72192,16,6,5,4,4,3,5,4,2
17,31,16,49616,16,8,8,8,9,9,9,9,8
10,18,16,33575,16,9,8,8,7,8,7,8,8
4,23,16,38729,16,9,9,7,7,8,4,7,7
29,25,16,41584,16,7,6,8,7,6,7,7,6
21,32,16,50416,16,9,9,9,9,9,8,9,9
25,34,16,51979,16,6,5,5,5,6,6,4,4
9,3,16,7749,16,8,7,5,6,4,3,5,2
26,21,16,35576,16,8,4,4,4,3,2,3,2
3,5,16,11579,16,7,4,6,6,6,6,6,5
8,33,16,51074,16,4,5,5,5,4,4,4,3
17,20,16,34938,16,5,4,5,4,4,3,4,3
19,39,16,60554,16,7,6,6,6,6,5,6,6
30,38,16,59109,16,6,4,5,5,4,4,4,5
1,4,16,10428,16,9,9,9,9,7,6,8,8
6,13,16,28918,16,9,9,9,8,8,8,9,8
22,42,16,64407,16,9,9,8,9,9,9,9,8
3,37,16,56987,16,6,4,5,7,5,7,6,4
27,43,16,65009,16,8,4,8,8,9,8,8,8
28,28,16,45600,16,9,8,6,8,8,7,4,4
1,36,16,54927,16,9,8,7,8,5,7,8,5
12,15,16,30144,16,8,8,8,8,7,6,7,7
14,50,16,72192,16,8,8,7,8,7,7,7,6
29,11,16,24301,16,6,7,6,5,7,7,6,7
9,18,16,33575,16,9,9,7,8,8,8,8,7
10,26,16,42825,16,8,9,7,8,8,8,8,7
13,37,16,56987,16,9,9,7,7,4,7,4,4
17,29,16,47890,16,9,8,8,8,8,6,8,8
22,22,16,37394,16,9,9,9,9,6,8,8,8
20,45,16,66798,16,9,9,7,6,6,9,6,6
4,49,16,71954,16,7,5,8,9,8,8,8,7
8,9,16,19228,16,9,6,8,8,8,7,8,8
9,46,16,68152,16,7,8,6,6,6,3,5,3
14,19,16,34366,16,8,7,7,6,6,6,6,3
29,7,16,14854,16,9,8,6,7,3,7,7,7
8,17,16,33061,16,6,5,5,5,4,7,4,3
25,24,16,41174,16,6,5,5,6,4,6,5,4
2,12,16,28271,16,9,9,9,9,9,9,8,9
6,6,16,12905,16,9,9,9,9,9,9,9,9
7,1,16,4003,16,9,8,7,9,8,7,8,7
5,27,16,43493,16,4,2,2,4,2,1,1,4
26,35,16,52757,16,8,6,7,6,6,8,6,7
27,2,16,7144,16,9,5,9,9,7,8,9,8
13,31,16,49616,16,8,6,7,8,9,9,9,9
6,47,16,69312,16,8,7,7,8,7,8,8,8
14,44,16,66742,16,7,9,2,4,3,7,2,2
11,18,16,33575,16,9,9,9,9,9,6,9,8
24,30,16,47964,16,7,7,7,7,7,4,6,7
1,28,16,45600,16,7,5,7,7,6,7,7,4
8,42,16,64407,16,7,4,7,8,8,7,7,7
10,21,16,35576,16,8,8,9,9,9,8,9,8
19,28,16,45600,16,8,7,7,8,8,7,8,8
30,44,16,66742,16,7,6,7,7,8,6,7,7
4,16,16,32930,16,7,6,6,6,6,6,6,6
9,4,16,10428,16,6,6,4,3,3,5,3,4
1,50,16,72192,16,7,5,7,8,3,7,6,8
10,36,16,54927,16,8,7,8,8,8,8,8,8
29,6,16,12905,16,7,2,7,7,6,7,7,8
13,8,16,18269,16,9,8,7,7,7,4,8,7
18,47,16,69312,16,4,7,6,7,7,7,7,7
19,40,16,61579,16,6,8,6,6,3,6,4,5
17,14,16,29637,16,7,6,3,6,3,7,3,3
5,9,16,19228,16,9,1,9,9,3,9,7,6
6,5,16,11579,16,9,8,9,8,7,1,8,7
25,48,16,69340,16,7,9,8,9,7,5,8,7
29,11,16,24301,16,6,9,7,7,7,7,6,6
8,41,16,62215,16,6,8,4,3,1,5,6,1
30,33,16,51074,16,6,4,7,7,7,6,7,7
4,30,16,47964,16,9,9,9,9,9,9,9,9
25,10,16,23616,16,9,9,9,9,9,9,9,9
