"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
20,1,5,4003,5,3,1,3,7,3,5,3,3
21,13,5,28918,5,4,2,3,7,2,5,2,2
30,34,5,51979,5,6,2,6,7,7,8,7,7
17,15,5,30144,5,7,7,6,7,6,7,6,6
22,8,5,18269,5,7,6,6,7,5,7,6,4
24,46,5,68152,5,6,6,6,7,6,7,6,6
30,2,5,7144,5,7,6,7,7,5,7,7,7
23,50,5,72192,5,5,3,5,9,7,6,6,2
20,29,5,47890,5,6,1,2,3,3,5,1,3
20,49,5,71954,5,7,1,6,6,3,6,5,1
11,11,5,24301,5,1,1,1,6,1,1,1,1
12,18,5,33575,5,4,3,4,7,5,7,3,6
13,42,5,64407,5,7,3,7,7,6,7,7,7
28,7,5,14854,5,3,3,3,7,3,3,3,6
10,23,5,38729,5,9,3,7,7,5,7,4,4
17,21,5,35576,5,9,4,6,7,5,6,5,5
23,25,5,41584,5,9,6,7,7,6,6,6,6
15,39,5,60554,5,9,6,7,7,4,7,7,4
20,40,5,61579,5,8,6,7,7,3,7,6,4
27,32,5,50416,5,6,5,6,5,5,7,5,5
7,28,5,45600,5,7,5,7,9,8,7,7,7
11,24,5,41174,5,7,4,7,7,2,2,3,1
25,31,5,49616,5,7,2,6,6,2,3,3,1
8,33,5,51074,5,2,3,7,7,6,6,4,4
7,10,5,23616,5,6,6,4,3,2,4,3,2
28,9,5,19228,5,7,7,6,7,7,8,7,7
25,43,5,65009,5,2,2,2,3,4,3,3,3
29,27,5,43493,5,6,5,6,5,6,5,6,6
25,37,5,56987,5,2,1,1,2,1,1,1,1
9,26,5,42825,5,9,7,8,8,6,9,7,6
2,42,5,64407,5,7,3,8,8,5,7,7,4
17,30,5,47964,5,8,8,9,8,8,8,8,9
22,9,5,19228,5,9,3,9,9,8,9,9,9
26,15,5,30144,5,7,3,6,7,7,7,6,5
10,8,5,18269,5,9,7,8,9,8,7,9,5
13,38,5,59109,5,9,7,9,9,7,6,7,6
17,25,5,41584,5,8,6,8,9,8,8,9,8
6,45,5,66798,5,8,3,5,7,3,7,5,2
18,36,5,54927,5,8,7,7,7,5,5,6,7
19,4,5,10428,5,8,3,4,7,5,3,6,3
22,28,5,45600,5,9,6,6,7,7,6,7,6
12,48,5,69340,5,9,3,8,9,9,9,9,8
25,10,5,23616,5,7,3,4,4,3,4,3,4
12,13,5,28918,5,3,1,1,3,1,3,1,1
17,1,5,4003,5,7,3,4,5,4,7,2,3
30,18,5,33575,5,7,3,4,8,2,7,3,2
11,44,5,66742,5,9,7,7,6,6,8,7,6
28,41,5,62215,5,7,7,7,8,8,9,8,6
12,50,5,72192,5,7,2,7,7,6,7,7,5
15,21,5,35576,5,7,3,5,7,6,7,5,6
28,24,5,41174,5,7,3,5,7,3,5,5,3
13,12,5,28271,5,8,7,4,3,2,2,3,2
21,17,5,33061,5,3,1,1,1,1,1,1,1
11,16,5,32930,5,7,3,7,7,6,6,6,7
9,22,5,37394,5,2,2,2,2,1,5,2,2
18,40,5,61579,5,9,8,8,9,7,8,7,7
30,35,5,52757,5,9,9,9,9,9,9,9,9
10,5,5,11579,5,9,6,7,6,4,8,6,3
7,19,5,34366,5,5,5,5,3,3,3,2,1
29,39,5,60554,5,7,6,7,7,7,6,5,6
1,3,5,7749,5,5,6,6,7,6,6,6,3
4,23,5,38729,5,7,3,5,5,5,7,5,4
5,11,5,24301,5,6,6,7,7,8,5,7,7
15,32,5,50416,5,7,4,7,8,7,8,7,7
30,6,5,12905,5,7,3,6,7,8,7,8,8
2,20,5,34938,5,7,1,7,6,1,4,2,1
4,33,5,51074,5,9,6,6,4,3,4,3,3
23,49,5,71954,5,9,6,9,6,3,5,3,1
18,47,5,69312,5,4,6,3,9,1,6,1,1
9,34,5,51979,5,7,3,4,7,5,5,3,2
10,31,5,49616,5,7,3,6,6,6,5,3,3
6,43,5,65009,5,3,1,1,1,1,3,1,1
5,14,5,29637,5,8,3,5,7,6,8,7,4
12,46,5,68152,5,2,1,3,2,2,3,3,1
10,37,5,56987,5,4,4,5,2,4,1,3,2
12,7,5,14854,5,4,4,4,5,4,4,4,3
18,38,5,59109,5,7,3,6,5,4,4,5,3
1,47,5,69312,5,7,5,6,7,3,6,6,5
4,37,5,56987,5,3,2,4,4,2,4,3,4
12,19,5,34366,5,3,1,4,4,2,3,2,5
8,41,5,62215,5,6,7,6,7,3,4,3,2
22,33,5,51074,5,7,5,3,3,1,4,3,2
9,7,5,14854,5,1,1,3,8,7,1,3,6
21,43,5,65009,5,7,1,7,7,2,7,3,2
5,2,5,7144,5,7,3,6,7,3,3,5,4
26,50,5,72192,5,7,5,7,9,7,5,7,8
11,45,5,66798,5,8,3,3,3,1,7,6,1
12,20,5,34938,5,1,1,1,1,1,1,1,1
16,27,5,43493,5,4,4,4,3,3,3,2,1
