"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
19,14,1,29637,1,9,3,5,7,5,5,4,4
20,22,1,37394,1,9,4,6,7,5,5,5,4
28,6,1,12905,1,7,3,5,6,5,5,5,4
25,48,1,69340,1,7,7,6,7,3,7,6,4
17,49,1,71954,1,4,2,3,4,2,3,2,2
30,41,1,62215,1,4,1,3,4,1,6,2,1
6,8,1,18269,1,6,5,6,4,4,7,4,2
8,35,1,52757,1,7,7,6,7,6,5,7,6
30,50,1,72192,1,2,2,3,2,3,2,3,3
5,26,1,42825,1,6,4,7,6,3,5,5,5
24,44,1,66742,1,7,3,5,7,3,7,4,5
28,15,1,30144,1,5,3,4,6,6,7,5,3
20,17,1,33061,1,6,7,9,8,8,8,7,7
2,43,1,65009,1,9,1,7,9,3,9,8,5
14,29,1,47890,1,9,2,7,8,4,9,6,3
15,7,1,14854,1,9,3,8,9,7,9,7,7
24,17,1,33061,1,8,4,7,8,4,7,6,4
14,49,1,71954,1,7,1,6,6,3,7,6,2
19,21,1,35576,1,9,3,7,7,7,7,9,6
25,18,1,33575,1,9,3,8,7,6,7,7,4
6,12,1,28271,1,9,8,9,9,9,7,9,9
4,41,1,62215,1,9,8,8,8,7,9,8,7
8,3,1,7749,1,9,6,7,7,5,9,6,6
26,23,1,38729,1,5,5,5,7,6,9,6,7
13,35,1,52757,1,8,6,6,4,5,5,5,4
27,10,1,23616,1,5,4,4,6,2,3,3,1
4,32,1,50416,1,3,3,4,7,6,5,4,5
18,19,1,34366,1,2,2,2,3,2,2,2,2
2,50,1,72192,1,7,1,3,3,1,2,1,2
24,34,1,51979,1,9,3,5,4,3,5,3,3
26,31,1,49616,1,8,3,9,9,5,7,8,6
18,9,1,19228,1,6,5,6,8,7,7,6,8
21,6,1,12905,1,7,5,6,6,4,6,6,4
8,38,1,59109,1,5,1,3,5,3,8,3,4
22,15,1,30144,1,3,1,2,2,2,5,1,1
28,45,1,66798,1,6,1,6,6,5,8,3,5
12,30,1,47964,1,7,1,5,8,3,8,3,2
1,37,1,56987,1,6,6,6,7,4,5,7,4
7,20,1,34938,1,9,5,7,7,4,7,7,3
2,13,1,28918,1,8,1,7,9,6,3,7,3
18,14,1,29637,1,7,2,7,7,4,8,6,4
11,5,1,11579,1,9,9,9,9,9,9,9,9
25,2,1,7144,1,9,9,9,9,9,9,9,9
1,4,1,10428,1,9,3,7,9,8,9,7,4
5,13,1,28918,1,2,1,1,3,6,3,2,1
13,28,1,45600,1,8,3,7,8,7,9,7,4
6,24,1,41174,1,6,1,1,7,1,1,1,1
28,36,1,54927,1,9,5,9,9,8,9,8,8
30,33,1,51074,1,9,5,5,9,5,7,6,5
25,43,1,65009,1,9,8,8,7,4,5,4,7
3,8,1,18269,1,6,6,5,6,6,5,6,6
6,46,1,68152,1,7,7,7,7,8,6,7,7
22,44,1,66742,1,7,3,6,7,7,7,7,6
3,16,1,32930,1,9,1,9,9,6,7,7,7
26,5,1,11579,1,9,1,9,9,5,6,5,3
27,25,1,41584,1,9,1,9,9,4,6,3,1
7,16,1,32930,1,7,4,5,8,3,6,6,5
23,17,1,33061,1,8,4,5,7,3,6,5,4
10,29,1,47890,1,3,3,3,7,7,3,3,7
26,22,1,37394,1,9,4,9,9,7,9,7,9
7,47,1,69312,1,7,3,6,6,2,5,3,2
10,42,1,64407,1,3,1,6,9,6,7,3,1
11,45,1,66798,1,8,2,7,7,5,8,7,4
8,27,1,43493,1,4,1,5,6,4,4,3,1
30,20,1,34938,1,7,6,4,7,6,5,6,5
14,1,1,4003,1,8,5,7,7,6,8,7,7
9,30,1,47964,1,8,5,8,8,6,8,8,8
21,19,1,34366,1,3,3,3,7,4,2,1,3
30,26,1,42825,1,7,7,6,7,6,5,6,6
1,35,1,52757,1,9,5,7,8,2,5,4,1
6,39,1,60554,1,5,5,4,2,1,2,1,1
8,40,1,61579,1,7,4,3,3,1,2,2,1
27,23,1,38729,1,7,2,3,4,1,4,3,3
28,16,1,32930,1,6,3,3,4,2,3,3,2
26,11,1,24301,1,7,3,5,7,3,7,4,3
20,47,1,69312,1,9,2,5,8,1,7,6,3
25,42,1,64407,1,3,1,1,7,5,1,1,1
5,48,1,69340,1,6,6,5,1,6,6,5,1
