"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
21,39,6,60554,6,9,6,3,4,8,5,6,8
29,27,6,43493,6,8,9,4,3,3,3,4,7
4,2,6,7144,6,9,9,8,9,9,5,9,9
7,44,6,66742,6,8,9,9,9,9,5,9,8
19,23,6,38729,6,9,8,9,9,9,5,9,8
15,32,6,50416,6,7,4,6,6,4,5,2,3
24,50,6,72192,6,6,5,6,5,1,5,3,3
11,42,6,64407,6,7,5,7,7,7,7,7,7
23,16,6,32930,6,8,8,8,7,8,9,8,9
14,39,6,60554,6,8,7,7,7,8,8,8,7
18,14,6,29637,6,7,5,7,6,7,7,7,6
20,1,6,4003,6,6,5,6,6,5,5,5,5
21,4,6,10428,6,6,4,6,6,5,4,5,4
8,47,6,69312,6,7,4,6,7,7,7,7,7
23,7,6,14854,6,7,4,6,7,6,7,7,7
2,45,6,66798,6,9,7,7,7,2,7,6,6
27,44,6,66742,6,8,7,8,8,8,8,8,8
8,33,6,51074,6,8,7,8,8,7,8,8,7
21,36,6,54927,6,9,3,9,9,9,9,8,9
2,19,6,34366,6,8,5,7,8,8,8,8,8
9,24,6,41174,6,7,2,6,6,6,8,6,6
19,46,6,68152,6,8,6,8,8,8,8,8,9
25,18,6,33575,6,7,8,8,8,8,8,8,8
2,23,6,38729,6,7,8,8,7,7,8,8,8
12,6,6,12905,6,6,5,6,6,5,7,5,6
15,12,6,28271,6,8,8,8,8,6,7,8,7
28,26,6,42825,6,8,8,7,7,6,6,7,7
5,21,6,35576,6,9,9,9,9,6,8,8,7
6,10,6,23616,6,9,8,9,9,7,9,8,8
16,31,6,49616,6,9,7,9,9,9,9,9,9
24,28,6,45600,6,9,7,7,6,6,8,6,7
9,20,6,34938,6,9,6,8,7,6,5,7,7
12,40,6,61579,6,9,5,7,6,7,6,7,6
25,38,6,59109,6,9,3,8,7,5,6,6,6
7,17,6,33061,6,7,7,7,7,3,9,5,7
8,29,6,47890,6,9,6,7,7,6,7,6,6
11,9,6,19228,6,9,5,7,7,5,7,6,6
24,48,6,69340,6,9,7,7,7,7,7,7,7
22,15,6,30144,6,7,6,6,7,7,5,6,5
2,3,6,7749,6,7,6,3,4,5,7,4,6
25,37,6,56987,6,7,4,6,7,9,8,8,9
25,35,6,52757,6,6,4,4,3,6,6,7,2
8,25,6,41584,6,8,7,8,8,8,8,8,7
19,22,6,37394,6,6,3,3,4,3,4,4,3
1,5,6,11579,6,7,8,4,9,9,3,8,9
2,43,6,65009,6,6,8,7,9,8,8,9,8
15,11,6,24301,6,9,9,9,9,9,9,9,9
11,10,6,23616,6,9,7,9,9,9,7,8,9
12,13,6,28918,6,3,7,3,2,2,1,3,1
28,47,6,69312,6,9,7,8,8,8,8,8,8
23,19,6,34366,6,5,7,6,5,7,5,4,7
11,9,6,19228,6,9,9,9,9,9,8,9,9
28,33,6,51074,6,8,7,8,8,8,7,7,7
8,42,6,64407,6,9,6,5,8,2,5,6,2
18,49,6,71954,6,6,8,7,8,8,7,7,7
26,36,6,54927,6,6,5,6,6,5,4,5,4
8,3,6,7749,6,4,4,4,6,7,4,5,6
16,30,6,47964,6,5,5,6,5,4,3,5,6
28,21,6,35576,6,9,9,7,7,6,7,8,7
7,43,6,65009,6,6,6,5,7,6,4,3,4
12,50,6,72192,6,8,8,9,9,9,8,9,9
18,29,6,47890,6,9,7,9,9,9,9,9,9
20,4,6,10428,6,7,3,5,4,4,8,3,4
30,12,6,28271,6,8,7,8,8,7,8,7,6
5,28,6,45600,6,6,5,5,4,6,5,6,5
8,6,6,12905,6,4,5,4,2,1,4,2,2
25,17,6,33061,6,7,6,4,4,3,9,4,3
30,37,6,56987,6,9,9,9,9,9,9,9,9
23,40,6,61579,6,8,4,5,5,5,7,6,7
1,5,6,11579,6,8,7,5,4,4,5,5,3
7,32,6,50416,6,9,8,6,5,6,6,7,5
15,2,6,7144,6,9,3,8,9,9,7,8,8
17,45,6,66798,6,8,7,7,8,8,7,8,9
15,31,6,49616,6,7,8,7,8,8,7,8,8
13,20,6,34938,6,7,7,6,7,7,7,7,7
22,35,6,52757,6,6,5,5,6,4,6,4,4
15,39,6,60554,6,9,9,9,9,9,9,9,9
16,7,6,14854,6,9,9,9,9,9,9,9,9
18,48,6,69340,6,9,8,8,7,7,9,6,9
26,41,6,62215,6,7,7,3,1,3,1,3,1
2,11,6,24301,6,9,6,6,8,4,8,7,7
11,22,6,37394,6,6,2,3,6,4,3,1,2
21,25,6,41584,6,9,7,7,8,7,5,9,8
13,48,6,69340,6,9,9,9,7,6,6,5,4
14,1,6,4003,6,4,3,2,6,5,3,3,4
15,41,6,62215,6,2,2,2,1,2,2,2,5
25,15,6,30144,6,7,6,8,6,7,7,7,8
9,18,6,33575,6,9,9,9,9,9,9,9,9
13,8,6,18269,6,9,7,7,9,7,5,7,7
22,14,6,29637,6,9,9,9,9,9,9,9,9
26,2,6,7144,6,8,7,8,7,7,7,7,6
4,46,6,68152,6,8,6,6,8,7,7,7,7
8,27,6,43493,6,7,3,2,3,1,3,2,1
9,1,6,4003,6,7,7,3,7,1,7,2,1
15,26,6,42825,6,8,7,4,3,3,4,2,2
9,28,6,45600,6,4,7,3,4,4,6,4,5
14,36,6,54927,6,6,5,4,3,3,5,4,3
26,23,6,38729,6,8,3,6,4,5,3,4,4
2,34,6,51979,6,5,4,5,5,2,5,3,2
11,41,6,62215,6,7,3,3,3,3,6,3,3
24,34,6,51979,6,6,4,6,4,3,6,3,3
5,8,6,18269,6,5,4,4,3,3,3,3,4
17,13,6,28918,6,4,4,5,6,5,2,4,6
24,35,6,52757,6,6,2,6,5,5,6,4,6
25,24,6,41174,6,8,3,7,8,2,7,6,6
2,30,6,47964,6,6,4,6,7,4,6,6,6
16,20,6,34938,6,6,7,6,8,6,7,6,7
20,38,6,59109,6,7,4,6,6,3,6,4,4
13,15,6,30144,6,3,4,3,4,6,5,4,5
1,44,6,66742,6,7,7,6,6,3,6,4,4
2,42,6,64407,6,6,6,3,3,5,3,3,4
10,29,6,47890,6,6,6,3,6,3,4,3,3
3,27,6,43493,6,9,9,9,7,3,9,5,4
11,26,6,42825,6,7,8,7,7,7,7,7,7
7,16,6,32930,6,9,3,7,1,1,2,1,1
