"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
18,9,13,19228,13,8,5,8,8,6,7,7,7
28,44,13,66742,13,6,6,6,5,5,6,5,5
18,39,13,60554,13,9,8,9,9,9,9,9,9
29,25,13,41584,13,8,6,8,8,8,6,8,8
19,22,13,37394,13,7,8,5,4,3,3,3,2
6,27,13,43493,13,6,1,4,7,4,5,6,3
7,1,13,4003,13,8,1,8,9,7,8,8,8
12,32,13,50416,13,8,1,7,8,8,8,7,8
27,4,13,10428,13,8,8,8,8,8,9,8,8
10,8,13,18269,13,6,5,4,5,3,6,4,3
16,33,13,51074,13,2,1,2,5,5,4,5,3
28,14,13,29637,13,4,4,3,7,6,5,6,4
30,2,13,7144,13,7,9,9,9,7,7,8,5
6,43,13,65009,13,4,2,4,3,1,2,2,1
24,3,13,7749,13,7,5,8,7,3,7,6,4
3,35,13,52757,13,3,3,3,5,2,6,2,1
11,10,13,23616,13,7,3,3,5,4,2,4,1
27,47,13,69312,13,9,3,7,7,6,7,6,6
15,36,13,54927,13,9,9,9,7,8,7,8,7
1,42,13,64407,13,3,2,4,8,2,5,3,1
5,29,13,47890,13,9,7,9,7,5,7,7,4
18,20,13,34938,13,7,3,7,7,3,9,6,4
26,41,13,62215,13,7,7,7,7,3,7,5,7
3,5,13,11579,13,8,9,8,9,6,7,7,6
12,19,13,34366,13,6,3,6,6,3,3,4,1
13,13,13,28918,13,5,6,4,3,3,6,4,5
4,24,13,41174,13,7,6,6,6,6,5,5,7
23,12,13,28271,13,7,7,6,7,6,6,7,7
26,38,13,59109,13,4,5,4,4,5,4,5,5
29,26,13,42825,13,5,4,3,3,3,4,3,2
9,7,13,14854,13,7,6,7,9,6,7,8,7
11,24,13,41174,13,8,8,8,8,9,9,8,9
18,28,13,45600,13,7,5,8,7,3,8,5,7
13,32,13,50416,13,8,3,7,9,8,8,8,8
25,50,13,72192,13,8,7,4,7,6,4,6,4
6,12,13,28271,13,3,1,2,4,6,7,2,4
16,3,13,7749,13,7,6,6,7,4,4,5,4
9,1,13,4003,13,9,5,8,8,8,7,7,7
19,43,13,65009,13,2,1,2,2,2,2,3,1
23,15,13,30144,13,7,6,7,9,6,6,5,6
3,16,13,32930,13,9,8,8,7,7,9,8,8
10,22,13,37394,13,3,4,4,3,2,3,2,1
11,4,13,10428,13,4,4,4,3,3,2,3,3
19,49,13,71954,13,6,6,5,5,6,4,6,6
23,34,13,51979,13,4,3,3,6,4,3,4,3
30,39,13,60554,13,3,3,3,4,5,4,4,3
10,35,13,52757,13,4,1,1,3,3,1,1,1
30,30,13,47964,13,8,9,4,4,4,5,4,4
3,33,13,51074,13,8,7,7,8,7,6,7,7
4,45,13,66798,13,9,8,7,7,6,7,6,6
11,47,13,69312,13,9,8,8,8,7,8,8,6
6,40,13,61579,13,7,7,6,7,6,7,6,6
28,36,13,54927,13,9,8,8,8,2,9,7,3
15,18,13,33575,13,5,4,6,5,4,5,4,4
18,16,13,32930,13,4,5,6,6,5,5,6,4
28,17,13,33061,13,5,6,5,5,4,6,5,4
2,29,13,47890,13,1,1,1,1,1,1,1,1
3,42,13,64407,13,7,5,6,4,2,5,4,4
22,38,13,59109,13,6,3,3,7,6,7,6,3
27,44,13,66742,13,3,3,1,3,4,3,4,6
13,6,13,12905,13,6,6,6,7,6,6,5,5
25,23,13,38729,13,8,6,8,7,6,7,8,4
14,27,13,43493,13,3,3,3,5,4,7,3,4
14,37,13,56987,13,7,6,6,8,4,5,4,2
23,8,13,18269,13,6,3,6,8,3,4,3,1
7,41,13,62215,13,7,6,6,6,5,7,6,6
19,2,13,7144,13,8,6,7,6,6,9,6,6
24,14,13,29637,13,9,6,5,8,5,9,7,6
3,9,13,19228,13,3,5,1,8,8,3,6,4
12,13,13,28918,13,9,7,7,8,7,7,8,8
8,10,13,23616,13,7,7,7,6,5,6,6,6
29,31,13,49616,13,9,1,9,9,3,4,2,1
8,36,13,54927,13,8,8,8,7,8,8,8,9
2,19,13,34366,13,5,3,5,7,7,3,4,4
26,8,13,18269,13,1,1,1,1,1,3,1,1
2,26,13,42825,13,2,1,1,1,1,2,1,1
21,21,13,35576,13,4,2,4,5,4,7,4,3
27,49,13,71954,13,6,4,6,4,4,5,3,2
3,19,13,34366,13,6,3,6,6,5,5,5,4
11,11,13,24301,13,7,5,6,7,4,5,4,4
20,48,13,69340,13,6,6,5,6,4,5,5,4
28,5,13,11579,13,5,4,4,5,3,4,3,7
4,20,13,34938,13,6,3,5,6,4,5,4,3
12,7,13,14854,13,7,9,7,7,7,6,6,7
4,18,13,33575,13,6,5,6,6,4,7,6,7
23,46,13,68152,13,6,7,7,7,4,6,6,6
11,14,13,29637,13,4,3,1,2,1,2,2,1
8,38,13,59109,13,7,4,6,7,6,7,6,6
17,39,13,60554,13,7,6,7,7,7,5,6,8
23,28,13,45600,13,9,3,7,7,7,5,6,6
2,3,13,7749,13,7,2,5,7,1,6,2,1
3,25,13,41584,13,7,2,6,8,2,4,4,1
10,48,13,69340,13,3,3,3,7,7,6,3,4
2,28,13,45600,13,6,6,9,9,5,2,7,8
22,49,13,71954,13,6,6,5,5,1,6,4,1
