"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
1,23,20,38729,20,9,5,9,8,3,7,7,1
9,11,20,24301,20,7,5,5,6,3,5,3,4
1,18,20,33575,20,3,3,4,9,9,7,4,9
11,16,20,32930,20,9,9,9,9,7,9,8,7
17,35,20,52757,20,9,7,9,9,9,9,9,9
21,4,20,10428,20,7,7,6,6,7,7,7,6
14,29,20,47890,20,9,8,9,9,5,8,8,9
23,39,20,60554,20,8,9,8,9,9,5,9,8
30,43,20,65009,20,7,7,8,8,8,8,8,8
8,26,20,42825,20,9,9,8,9,9,7,9,9
11,37,20,56987,20,6,6,4,7,7,7,6,9
14,13,20,28918,20,9,9,9,9,9,9,9,9
22,5,20,11579,20,9,9,9,9,9,9,9,9
8,27,20,43493,20,7,8,7,6,7,7,7,7
21,22,20,37394,20,6,3,4,7,6,7,6,7
25,4,20,10428,20,6,6,6,6,6,4,6,6
22,41,20,62215,20,6,4,6,6,3,3,4,3
30,48,20,69340,20,9,3,9,9,8,9,8,8
4,39,20,60554,20,6,4,6,3,3,3,4,3
6,28,20,45600,20,7,3,5,7,6,5,6,5
2,42,20,64407,20,7,4,6,4,3,6,4,5
26,40,20,61579,20,7,5,7,7,7,8,7,7
28,10,20,23616,20,7,6,6,6,6,7,3,3
5,17,20,33061,20,7,6,5,4,4,4,6,5
5,21,20,35576,20,8,9,7,8,4,8,7,8
22,32,20,50416,20,9,9,9,9,8,9,8,8
22,7,20,14854,20,6,7,8,9,6,7,7,7
29,36,20,54927,20,9,6,9,9,8,8,8,8
21,8,20,18269,20,7,9,7,7,7,9,7,7
2,19,20,34366,20,9,7,7,9,6,7,7,6
16,16,20,32930,20,9,5,7,7,7,5,7,6
3,31,20,49616,20,6,3,2,2,1,2,2,1
8,34,20,51979,20,6,5,3,2,1,1,2,1
28,25,20,41584,20,7,7,6,6,3,6,5,3
10,47,20,69312,20,9,9,8,9,8,8,8,9
26,38,20,59109,20,7,8,8,9,8,7,8,7
12,15,20,30144,20,8,9,6,6,4,6,6,6
15,50,20,72192,20,9,8,6,7,7,8,7,6
17,24,20,41174,20,7,7,6,6,6,6,6,4
14,46,20,68152,20,7,6,6,7,7,6,7,7
15,2,20,7144,20,7,7,6,7,6,7,7,7
21,9,20,19228,20,8,8,7,7,7,7,8,8
2,49,20,71954,20,8,7,6,7,4,6,7,5
9,23,20,38729,20,8,8,8,7,7,7,7,7
12,30,20,47964,20,7,7,6,5,5,6,6,6
8,44,20,66742,20,6,6,4,1,2,1,4,1
15,18,20,33575,20,4,2,2,2,2,3,3,3
4,12,20,28271,20,7,7,8,9,9,8,9,9
25,3,20,7749,20,7,7,7,8,7,8,7,8
15,9,20,19228,20,9,7,9,7,6,7,7,7
24,16,20,32930,20,8,8,8,7,6,7,7,7
27,30,20,47964,20,8,8,7,3,3,7,7,7
5,34,20,51979,20,8,7,6,7,4,4,4,4
26,22,20,37394,20,7,9,6,3,2,3,3,2
11,26,20,42825,20,9,9,8,7,9,6,9,7
28,41,20,62215,20,7,8,7,7,8,7,6,7
16,47,20,69312,20,9,9,9,9,9,9,9,8
30,17,20,33061,20,9,8,8,7,8,9,8,8
23,32,20,50416,20,9,6,5,4,4,5,6,4
5,46,20,68152,20,7,7,8,9,8,7,8,7
5,20,20,34938,20,9,7,8,8,9,8,8,6
20,5,20,11579,20,7,8,7,6,7,7,7,7
16,7,20,14854,20,9,8,7,6,5,8,7,5
17,25,20,41584,20,9,7,7,8,6,8,7,5
24,50,20,72192,20,9,8,9,9,6,9,8,8
1,2,20,7144,20,6,7,7,7,4,7,6,6
2,42,20,64407,20,7,7,7,4,4,7,5,4
3,6,20,12905,20,9,8,9,9,6,6,8,7
18,24,20,41174,20,9,8,8,8,7,6,8,8
19,48,20,69340,20,9,8,8,8,6,6,6,6
13,37,20,56987,20,8,6,9,9,7,7,8,7
15,12,20,28271,20,7,8,5,5,3,8,3,3
9,35,20,52757,20,6,6,6,6,7,4,7,5
11,29,20,47890,20,5,6,5,4,5,5,4,4
5,33,20,51074,20,9,9,9,8,8,9,9,9
15,1,20,4003,20,9,9,8,8,7,9,7,7
30,11,20,24301,20,7,8,8,7,8,8,8,8
19,15,20,30144,20,7,7,6,6,7,7,7,7
17,23,20,38729,20,9,9,7,8,8,9,7,9
1,49,20,71954,20,8,6,6,6,5,6,5,7
23,6,20,12905,20,9,8,7,9,7,9,8,7
25,43,20,65009,20,9,7,8,9,8,9,8,9
14,14,20,29637,20,8,7,6,6,6,7,7,6
17,38,20,59109,20,9,8,8,8,8,5,9,9
18,18,20,33575,20,9,8,8,8,6,6,8,5
16,21,20,35576,20,9,9,9,9,8,8,9,9
17,45,20,66798,20,7,8,7,7,7,8,8,8
19,27,20,43493,20,9,9,9,9,9,9,9,9
11,9,20,19228,20,8,6,8,8,7,7,7,6
14,39,20,60554,20,7,4,6,8,6,5,5,3
19,1,20,4003,20,7,5,7,6,4,6,4,5
24,8,20,18269,20,6,7,6,7,6,7,7,7
17,35,20,52757,20,5,7,2,1,2,2,2,2
19,4,20,10428,20,5,6,3,1,2,1,2,1
23,19,20,34366,20,2,4,2,3,2,3,2,1
5,45,20,66798,20,9,8,9,9,9,6,9,9
20,26,20,42825,20,9,9,9,9,9,8,9,9
5,11,20,24301,20,7,6,4,6,3,4,4,3
13,47,20,69312,20,7,3,7,7,7,7,7,4
26,46,20,68152,20,6,5,4,3,3,4,2,2
7,45,20,66798,20,8,7,8,8,8,8,9,8
3,21,20,35576,20,6,6,6,4,4,5,4,4
23,3,20,7749,20,6,5,6,6,6,6,6,5
27,20,20,34938,20,7,7,6,7,6,4,6,6
5,10,20,23616,20,8,5,7,6,6,6,6,7
2,13,20,28918,20,6,5,6,7,4,4,5,4
14,33,20,51074,20,7,7,6,7,6,6,6,6
23,28,20,45600,20,7,9,7,7,7,7,7,6
27,31,20,49616,20,7,7,4,7,4,3,5,4
27,36,20,54927,20,7,9,7,8,7,5,7,7
4,40,20,61579,20,6,2,4,2,1,1,2,2
9,44,20,66742,20,7,6,7,7,7,7,7,7
23,14,20,29637,20,7,5,7,7,7,6,6,7
3,29,20,47890,20,9,9,9,9,9,9,9,9
9,17,20,33061,20,3,3,3,3,1,2,2,1
