"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
16,3,17,7749,17,5,4,6,4,1,6,2,1
26,28,17,45600,17,7,6,6,6,6,6,6,6
6,20,17,34938,17,9,9,9,9,8,6,9,8
12,35,17,52757,17,8,7,9,9,8,7,8,8
30,44,17,66742,17,7,7,8,7,7,7,8,7
24,43,17,65009,17,7,5,6,6,5,4,4,7
20,31,17,49616,17,9,6,4,6,4,5,4,3
22,27,17,43493,17,8,8,8,8,7,7,8,7
24,32,17,50416,17,8,7,7,7,7,7,8,7
13,41,17,62215,17,9,9,9,9,9,9,9,9
4,49,17,71954,17,4,4,4,3,2,1,2,2
23,24,17,41174,17,9,3,5,4,3,3,5,4
22,25,17,41584,17,7,7,8,9,9,9,8,8
7,19,17,34366,17,8,8,8,8,8,8,8,8
11,6,17,12905,17,8,7,7,8,8,8,8,8
13,39,17,60554,17,8,4,8,8,8,8,8,8
17,50,17,72192,17,9,9,9,9,8,9,9,9
22,9,17,19228,17,8,3,8,8,7,8,8,8
26,40,17,61579,17,9,9,9,9,6,7,8,7
3,45,17,66798,17,9,9,8,9,9,9,9,7
13,8,17,18269,17,8,9,9,9,6,8,7,7
19,13,17,28918,17,6,5,6,3,2,5,5,3
19,7,17,14854,17,7,7,6,6,6,3,6,4
15,46,17,68152,17,7,7,7,8,6,7,7,6
23,14,17,29637,17,7,7,7,7,5,6,6,5
7,22,17,37394,17,9,9,7,6,7,8,7,7
27,16,17,32930,17,9,8,7,8,9,9,8,9
11,1,17,4003,17,6,6,4,1,3,4,4,2
27,21,17,35576,17,7,7,6,8,8,9,8,8
9,36,17,54927,17,7,8,7,7,6,5,7,6
28,17,17,33061,17,6,5,6,5,5,6,5,5
18,10,17,23616,17,7,6,7,7,6,8,7,7
19,5,17,11579,17,7,4,7,6,5,5,6,5
30,11,17,24301,17,6,6,4,4,3,4,2,3
6,48,17,69340,17,7,9,8,9,9,8,8,9
1,48,17,69340,17,9,9,7,7,3,6,7,5
19,22,17,37394,17,9,9,9,9,8,8,8,8
29,17,17,33061,17,8,8,8,7,4,3,7,7
2,37,17,56987,17,7,6,5,6,1,3,1,1
8,34,17,51979,17,9,7,7,7,6,4,7,7
2,2,17,7144,17,6,7,8,8,6,7,6,7
22,37,17,56987,17,9,8,9,9,9,8,9,7
21,9,17,19228,17,9,7,8,8,7,9,8,7
29,46,17,68152,17,9,8,8,8,8,9,8,8
1,31,17,49616,17,8,5,5,7,5,5,5,4
4,13,17,28918,17,6,5,5,4,3,3,3,3
27,11,17,24301,17,7,6,6,7,7,5,6,6
28,24,17,41174,17,9,4,4,2,2,2,3,2
29,44,17,66742,17,9,8,7,7,7,6,7,7
1,42,17,64407,17,8,4,5,4,3,4,3,1
23,27,17,43493,17,9,8,9,9,9,8,9,9
13,15,17,30144,17,6,4,3,6,6,4,5,6
5,49,17,71954,17,8,8,7,8,7,7,7,6
15,16,17,32930,17,9,8,8,8,8,9,8,7
3,50,17,72192,17,9,8,8,7,8,8,8,8
6,40,17,61579,17,8,9,8,6,5,7,7,3
10,26,17,42825,17,9,7,7,5,4,8,5,4
4,39,17,60554,17,6,5,6,8,7,6,6,7
14,7,17,14854,17,6,5,6,4,5,6,6,6
12,5,17,11579,17,9,9,8,8,9,8,8,8
9,25,17,41584,17,8,6,6,6,5,7,6,5
16,30,17,47964,17,8,8,7,7,7,4,6,6
22,35,17,52757,17,7,7,7,7,6,3,6,4
6,19,17,34366,17,8,7,8,8,6,8,7,6
21,36,17,54927,17,7,5,7,7,8,7,7,8
26,38,17,59109,17,6,5,5,5,4,6,4,4
28,32,17,50416,17,8,7,8,9,8,8,7,8
19,47,17,69312,17,8,8,6,9,8,7,7,4
17,20,17,34938,17,9,9,8,9,9,9,9,9
20,8,17,18269,17,9,6,5,7,6,7,7,8
20,45,17,66798,17,8,9,8,8,8,8,9,9
10,12,17,28271,17,9,9,8,3,3,5,5,4
17,37,17,56987,17,9,8,8,3,3,3,2,1
24,42,17,64407,17,9,9,9,7,7,7,7,7
19,18,17,33575,17,8,8,7,7,4,7,7,7
26,33,17,51074,17,8,8,8,9,8,8,8,7
1,15,17,30144,17,7,9,9,9,9,7,7,7
29,3,17,7749,17,9,9,9,9,9,9,9,9
7,6,17,12905,17,7,7,3,6,3,3,3,3
12,29,17,47890,17,7,7,4,7,3,7,4,1
17,4,17,10428,17,7,3,3,6,2,7,3,1
20,23,17,38729,17,8,7,7,7,8,8,7,7
18,43,17,65009,17,7,5,5,3,3,6,3,3
24,15,17,30144,17,2,3,3,6,3,3,3,4
25,21,17,35576,17,9,8,9,9,8,6,8,7
2,29,17,47890,17,7,3,7,7,7,7,7,4
7,4,17,10428,17,6,3,3,6,3,6,5,3
25,1,17,4003,17,7,7,7,7,7,7,7,4
1,26,17,42825,17,7,4,5,6,6,4,6,4
10,2,17,7144,17,5,6,6,5,4,3,5,3
28,41,17,62215,17,6,7,6,6,5,6,6,5
18,34,17,51979,17,7,3,6,7,6,7,5,7
14,36,17,54927,17,9,9,7,7,5,5,6,3
17,28,17,45600,17,7,9,8,7,3,4,5,4
22,14,17,29637,17,7,7,6,6,4,4,4,5
11,10,17,23616,17,7,6,6,6,6,6,6,4
30,4,17,10428,17,8,8,6,7,4,7,5,5
14,25,17,41584,17,9,6,6,6,6,7,6,6
16,12,17,28271,17,5,3,3,2,1,2,2,1
7,18,17,33575,17,7,7,6,6,6,7,6,6
11,30,17,47964,17,7,7,6,7,6,4,6,5
22,23,17,38729,17,9,9,9,9,9,9,7,9
8,29,17,47890,17,9,8,9,8,8,1,8,7
5,35,17,52757,17,8,3,7,6,1,8,6,1
15,26,17,42825,17,8,9,7,6,7,8,7,7
18,9,17,19228,17,9,2,5,1,7,7,8,9
28,33,17,51074,17,9,9,9,9,9,9,3,3
