"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
22,20,19,34938,19,6,9,7,9,8,7,9,8
18,18,19,33575,19,8,9,7,7,7,6,7,7
13,13,19,28918,19,4,7,1,1,1,1,1,1
18,1,19,4003,19,9,8,9,9,7,7,9,7
27,7,19,14854,19,4,9,3,4,5,1,2,2
30,46,19,68152,19,7,9,7,4,6,4,6,8
19,49,19,71954,19,8,8,9,8,8,9,8,8
12,26,19,42825,19,6,4,4,3,3,3,3,2
14,24,19,41174,19,8,8,7,7,8,7,8,7
6,31,19,49616,19,8,8,8,8,8,7,8,8
10,38,19,59109,19,8,8,8,8,7,8,8,8
4,9,19,19228,19,9,9,9,9,9,9,9,9
9,6,19,12905,19,8,7,7,8,6,6,7,8
16,2,19,7144,19,9,9,9,8,9,9,9,9
17,35,19,52757,19,9,9,9,9,8,9,9,9
8,3,19,7749,19,7,6,6,7,6,7,6,6
10,25,19,41584,19,8,9,8,9,8,8,8,8
19,41,19,62215,19,3,7,4,6,6,4,5,7
22,10,19,23616,19,7,6,6,2,4,7,6,4
29,44,19,66742,19,8,7,7,7,7,7,6,7
14,39,19,60554,19,9,7,8,8,8,8,8,8
23,14,19,29637,19,8,8,7,8,6,8,6,3
18,27,19,43493,19,7,9,7,7,6,9,7,7
7,43,19,65009,19,7,5,3,5,6,6,6,4
18,8,19,18269,19,8,7,5,3,6,6,4,7
1,21,19,35576,19,8,5,7,7,3,6,6,2
6,22,19,37394,19,7,6,7,8,6,6,7,4
12,12,19,28271,19,7,7,7,7,6,6,8,7
5,30,19,47964,19,9,9,9,9,9,9,9,9
8,28,19,45600,19,9,9,9,9,9,9,9,9
20,29,19,47890,19,8,7,8,9,8,8,8,8
25,42,19,64407,19,6,4,2,1,3,3,2,1
14,16,19,32930,19,1,1,1,1,1,1,1,1
1,33,19,51074,19,7,9,8,7,5,7,7,3
6,34,19,51979,19,8,6,5,6,5,6,7,5
30,36,19,54927,19,6,8,6,6,6,6,5,7
9,40,19,61579,19,7,8,8,8,9,8,8,8
7,3,19,7749,19,9,9,9,9,6,7,6,6
28,6,19,12905,19,9,9,9,7,3,6,6,1
3,48,19,69340,19,7,7,7,8,4,8,7,6
7,46,19,68152,19,8,9,7,9,7,7,7,7
13,49,19,71954,19,7,9,6,6,6,6,6,8
29,15,19,30144,19,4,6,3,5,4,4,2,2
11,11,19,24301,19,7,7,4,7,6,7,6,3
1,32,19,50416,19,7,6,6,7,4,5,6,3
3,48,19,69340,19,8,9,8,9,9,5,8,6
13,23,19,38729,19,7,7,6,6,5,4,5,5
20,31,19,49616,19,8,8,9,8,9,8,8,8
26,39,19,60554,19,7,5,7,7,6,4,6,7
2,47,19,69312,19,6,6,7,7,6,7,6,8
17,17,19,33061,19,8,7,8,8,6,7,7,8
20,11,19,24301,19,6,8,5,3,4,5,4,5
5,45,19,66798,19,5,7,5,3,1,4,3,1
11,32,19,50416,19,3,3,3,4,2,2,1,2
18,4,19,10428,19,2,2,1,1,1,1,1,1
12,47,19,69312,19,4,8,6,7,6,4,6,6
14,10,19,23616,19,9,9,9,9,6,9,7,7
18,28,19,45600,19,9,9,9,9,7,9,6,6
28,44,19,66742,19,5,7,4,7,4,4,4,5
21,37,19,56987,19,5,2,2,6,5,3,3,3
29,19,19,34366,19,7,7,5,7,1,5,5,1
14,16,19,32930,19,2,2,2,2,1,3,2,1
8,50,19,72192,19,4,4,4,5,2,4,4,1
18,5,19,11579,19,3,2,1,2,2,1,2,1
