Nummer;Rico ID;Include;Clear Funct.;English;NSFW;Error In GUI;Religious;Too Simple
252;15261;Yes;No;No;No;No;No;No
308;15270;No;No;Yes;No;No;No;No
87;15521;Yes;Yes;Yes;No;No;No;No
71;15583;No;No;No;No;Yes;No;No
64;15622;No;No;No;No;Yes;No;No
311;15809;No;No;No;No;No;No;Yes
78;16180;No;No;No;No;No;No;No
163;16600;Yes;Yes;Yes;No;No;No;No
91;17199;Yes;Yes;Yes;No;No;No;No
330;17200;Yes;Yes;Yes;No;No;No;No
284;17432;No;No;No;No;No;No;Yes
228;18082;Yes;Yes;Yes;No;No;No;No
289;18269;Yes;Yes;Yes;No;No;No;No
278;18977;Yes;Yes;Yes;No;No;No;No
191;19028;No;No;No;No;Yes;No;Yes
25;19228;Yes;Yes;Yes;No;No;No;No
51;19925;Yes;Yes;Yes;No;No;No;No
60;19926;No;No;No;No;Yes;No;No
84;20488;No;No;No;No;No;No;Yes
312;21070;Yes;Yes;Yes;No;No;No;No
10;21128;Yes;Yes;Yes;No;No;No;No
15;21165;No;No;No;No;No;No;Yes
99;21224;Yes;Yes;Yes;No;No;No;No
90;21807;No;No;No;No;No;No;Yes
130;22072;Yes;Yes;Yes;No;No;No;No
152;22076;No;No;No;No;No;No;Yes
72;22182;Yes;Yes;Yes;No;No;No;No
154;22259;Yes;Yes;Yes;No;No;No;No
266;22354;No;No;Yes;No;No;No;Yes
232;22514;No;Yes;Yes;Yes;No;No;No
328;22532;Yes;Yes;Yes;No;No;No;No
282;22534;Yes;Yes;Yes;No;No;No;No
138;22840;No;No;Yes;No;No;No;Yes
226;23073;Yes;Yes;Yes;No;No;No;No
230;23128;No;Yes;No;No;No;No;No
346;23395;Yes;Yes;Yes;No;No;No;No
231;23616;Yes;Yes;Yes;No;No;No;No
264;23627;Yes;Yes;Yes;No;No;No;No
38;23977;No;Yes;No;No;No;No;Yes
325;24041;No;Yes;No;No;No;No;Yes
143;24174;No;No;Yes;No;No;No;Yes
85;24210;Yes;Yes;Yes;No;No;No;No
339;24301;Yes;Yes;Yes;No;No;No;No
243;24615;No;Yes;Yes;No;No;No;Yes
236;24737;No;No;Yes;No;No;No;Yes
146;24742;No;No;No;No;Yes;No;Yes
76;24835;Yes;Yes;Yes;No;No;No;No
298;25416;Yes;Yes;Yes;No;No;No;No
48;25623;Yes;Yes;Yes;No;No;No;No
322;25899;Yes;Yes;Yes;No;No;No;No
345;25948;No;No;Yes;No;No;No;Yes
153;26005;Yes;Yes;Yes;No;No;No;No
8;26041;No;No;No;No;No;Yes;No
245;26109;Yes;Yes;Yes;No;No;No;No
274;26270;No;No;No;No;No;No;Yes
161;26373;Yes;Yes;Yes;No;No;No;No
196;26458;Yes;Yes;Yes;No;No;No;No
268;26828;Yes;Yes;Yes;No;No;No;No
323;27680;No;Yes;Yes;No;No;No;Yes
242;27877;Yes;Yes;Yes;No;No;No;No
350;27881;No;No;Yes;Yes;No;No;No
340;28013;No;Yes;Yes;No;No;No;Yes
44;28271;Yes;Yes;Yes;No;No;No;No
174;28348;Yes;Yes;Yes;No;No;No;No
170;28653;No;Yes;No;No;Yes;No;Yes
19;28798;No;Yes;Yes;No;Yes;No;No
295;28918;Yes;Yes;Yes;No;No;No;No
167;29039;Yes;Yes;Yes;No;No;No;No
132;29310;No;No;No;No;No;No;Yes
240;29323;Yes;Yes;Yes;No;No;No;No
74;29356;Yes;Yes;Yes;No;No;No;No
327;29406;No;No;Yes;No;No;No;Yes
217;29490;No;Yes;No;No;No;No;No
105;29595;Yes;Yes;Yes;No;No;No;No
304;29637;Yes;Yes;Yes;No;No;No;No
222;29790;Yes;Yes;Yes;No;No;No;No
279;29838;No;No;No;No;No;No;Yes
212;29983;No;No;No;No;Yes;No;Yes
55;30144;Yes;Yes;Yes;No;No;No;No
335;30165;No;No;No;No;No;No;Yes
321;30906;Yes;Yes;Yes;No;No;No;No
56;31343;Yes;Yes;Yes;No;No;No;No
338;31860;No;No;No;No;No;No;Yes
39;32063;Yes;Yes;Yes;No;No;No;No
22;32121;Yes;Yes;Yes;No;No;No;No
32;32411;Yes;Yes;Yes;No;No;No;No
79;32453;Yes;Yes;Yes;No;No;No;No
202;32659;No;No;Yes;No;No;No;Yes
94;32708;No;Yes;Yes;No;Yes;No;Yes
218;32930;Yes;Yes;Yes;No;No;No;No
16;33061;Yes;Yes;Yes;No;No;No;No
305;33226;Yes;Yes;Yes;No;No;No;No
126;33345;Yes;Yes;Yes;No;No;No;No
188;33575;Yes;Yes;Yes;No;No;No;No
20;33770;No;No;No;No;No;No;Yes
151;33988;Yes;Yes;Yes;No;No;No;No
145;34128;No;No;Yes;No;No;No;Yes
331;34365;Yes;Yes;Yes;No;No;No;No
139;34366;Yes;Yes;Yes;No;No;No;No
271;34381;No;Yes;Yes;No;No;Yes;No
58;34670;Yes;Yes;Yes;No;No;No;No
315;34712;Yes;Yes;Yes;No;No;No;No
117;34910;No;No;Yes;No;No;No;Yes
142;34938;Yes;Yes;Yes;No;No;No;No
301;35067;Yes;Yes;Yes;No;No;No;No
343;35405;Yes;Yes;Yes;No;No;No;No
263;35425;No;Yes;Yes;No;No;No;Yes
11;35543;No;Yes;Yes;No;Yes;No;No
34;35576;Yes;Yes;Yes;No;No;No;No
319;35617;No;No;No;No;No;No;Yes
140;35918;Yes;Yes;Yes;No;No;No;No
223;35996;No;No;Yes;No;No;No;Yes
173;36311;Yes;Yes;Yes;No;No;No;No
211;36668;Yes;Yes;Yes;No;No;No;No
187;36891;Yes;Yes;Yes;No;No;No;No
2;36915;Yes;Yes;Yes;No;No;No;No
225;37394;Yes;Yes;Yes;No;No;No;No
120;37791;Yes;Yes;Yes;No;No;No;No
157;38097;Yes;Yes;Yes;No;No;No;No
159;38344;Yes;Yes;Yes;No;No;No;No
227;38665;Yes;Yes;Yes;No;No;No;No
310;38729;Yes;Yes;Yes;No;No;No;No
332;38846;No;Yes;Yes;No;No;No;Yes
175;39071;Yes;Yes;Yes;No;No;No;No
203;39167;Yes;Yes;Yes;No;No;No;No
61;39193;No;No;Yes;No;No;No;No
7;39605;No;Yes;Yes;No;Yes;No;Yes
149;39860;Yes;Yes;Yes;No;No;No;No
133;40069;No;No;No;No;No;No;Yes
66;40095;Yes;Yes;Yes;No;No;No;No
122;40214;No;Yes;Yes;No;Yes;No;No
46;40245;No;No;Yes;No;No;No;Yes
89;40532;No;Yes;Yes;No;No;No;Yes
291;40549;No;Yes;Yes;No;Yes;No;No
183;40659;Yes;Yes;Yes;No;No;No;No
184;40691;Yes;Yes;Yes;No;No;No;No
123;41174;Yes;Yes;Yes;No;No;No;No
41;41544;Yes;Yes;Yes;No;No;No;No
178;41584;Yes;Yes;Yes;No;No;No;No
216;41948;Yes;Yes;Yes;No;No;No;No
265;42028;No;Yes;No;No;No;No;No
197;42818;Yes;Yes;Yes;No;No;No;No
88;42825;Yes;Yes;Yes;No;No;No;No
69;43062;Yes;Yes;Yes;No;No;No;No
307;43118;No;Yes;Yes;No;No;No;Yes
207;43493;Yes;Yes;Yes;No;No;No;No
250;43645;Yes;Yes;Yes;No;No;No;No
18;43761;No;Yes;Yes;Yes;No;No;No
57;43863;No;Yes;Yes;Yes;No;No;No
36;43890;No;Yes;Yes;No;No;No;Yes
107;43996;Yes;Yes;Yes;No;No;No;No
208;44143;Yes;Yes;Yes;No;No;No;No
98;44713;Yes;Yes;Yes;No;No;No;No
119;44881;Yes;Yes;Yes;No;No;No;No
290;44885;Yes;Yes;Yes;No;No;No;No
67;44894;Yes;Yes;Yes;No;No;No;No
113;45363;No;Yes;Yes;No;No;Yes;No
186;45437;Yes;Yes;Yes;No;No;No;No
40;45501;Yes;Yes;Yes;No;No;No;No
235;45569;Yes;Yes;Yes;No;No;No;No
349;45600;Yes;Yes;Yes;No;No;No;No
255;45684;No;No;Yes;No;No;No;No
17;45737;Yes;Yes;Yes;No;No;No;No
296;45824;Yes;Yes;Yes;No;No;No;No
239;46554;Yes;Yes;Yes;No;No;No;No
95;47087;No;Yes;Yes;No;No;No;Yes
116;47530;Yes;Yes;Yes;No;No;No;No
9;47546;No;No;Yes;No;Yes;No;Yes
135;47890;Yes;Yes;Yes;No;No;No;No
205;47964;Yes;Yes;Yes;No;No;No;No
131;48132;No;No;Yes;No;Yes;No;Yes
297;48507;Yes;Yes;Yes;No;No;No;No
314;48749;Yes;Yes;Yes;No;No;No;No
49;48945;Yes;Yes;Yes;No;No;No;No
313;48952;No;Yes;Yes;No;Yes;No;No
341;49232;Yes;Yes;Yes;No;No;No;No
109;49337;No;Yes;Yes;No;No;No;Yes
193;49405;No;No;Yes;No;No;No;Yes
337;49409;Yes;Yes;Yes;No;No;No;No
286;49413;Yes;Yes;Yes;No;No;No;No
104;49591;Yes;Yes;Yes;No;No;No;No
317;49616;Yes;Yes;Yes;No;No;No;No
281;49862;No;No;Yes;Yes;No;No;No
194;50024;No;No;No;No;No;Yes;No
137;50094;Yes;Yes;Yes;No;No;No;No
260;50225;No;No;No;No;No;No;No
28;50346;Yes;Yes;Yes;No;No;No;No
215;50416;Yes;Yes;Yes;No;No;No;No
209;50738;Yes;Yes;Yes;No;No;No;No
256;51074;Yes;Yes;Yes;No;No;No;No
348;51334;Yes;Yes;Yes;No;No;No;No
204;51340;Yes;Yes;Yes;No;No;No;No
63;51979;Yes;Yes;Yes;No;No;No;No
195;52083;No;Yes;Yes;No;Yes;No;No
201;52140;Yes;Yes;Yes;No;No;No;No
165;52278;Yes;Yes;Yes;No;No;No;No
172;52338;No;Yes;Yes;Yes;No;No;No
294;52757;Yes;Yes;Yes;No;No;No;No
31;53263;No;Yes;Yes;Yes;No;No;No
80;53596;Yes;Yes;Yes;No;No;No;No
326;53720;Yes;Yes;Yes;No;No;No;No
219;53821;Yes;Yes;Yes;No;No;No;No
176;54050;Yes;Yes;Yes;No;No;No;No
127;54064;Yes;Yes;Yes;No;No;No;No
258;54437;No;No;Yes;No;No;No;Yes
213;54927;Yes;Yes;Yes;No;No;No;No
251;55553;Yes;Yes;Yes;No;No;No;No
177;55673;Yes;Yes;Yes;No;No;No;No
112;56762;No;No;Yes;No;No;No;Yes
77;56861;Yes;Yes;Yes;No;No;No;No
254;56931;Yes;Yes;Yes;No;No;No;No
121;56987;Yes;Yes;Yes;No;No;No;No
199;57045;Yes;Yes;Yes;No;No;No;No
342;57211;No;No;Yes;No;No;No;Yes
129;57394;Yes;Yes;Yes;No;No;No;No
114;57649;No;No;Yes;No;No;No;No
118;57773;Yes;Yes;Yes;No;No;No;No
115;58184;Yes;Yes;Yes;No;No;No;No
33;58305;Yes;Yes;Yes;No;No;No;No
247;58428;Yes;Yes;Yes;No;No;No;No
300;59109;Yes;Yes;Yes;No;No;No;No
198;59175;Yes;Yes;Yes;No;No;No;No
224;59200;Yes;Yes;Yes;No;No;No;No
347;59212;Yes;Yes;Yes;No;No;No;No
43;59234;Yes;Yes;Yes;No;No;No;No
318;59932;No;Yes;Yes;No;No;No;Yes
148;59948;No;Yes;Yes;No;Yes;No;No
329;60074;Yes;Yes;Yes;No;No;No;No
180;60095;No;Yes;Yes;Yes;No;No;No
106;60174;No;No;Yes;No;No;No;Yes
1;60260;Yes;Yes;Yes;No;No;No;No
50;60477;Yes;Yes;Yes;No;No;No;No
233;60507;Yes;Yes;Yes;No;No;No;No
189;60554;Yes;Yes;Yes;No;No;No;No
253;60772;Yes;Yes;Yes;No;No;No;No
75;61579;Yes;Yes;Yes;No;No;No;No
37;61778;No;No;No;No;No;No;Yes
229;61816;Yes;Yes;Yes;No;No;No;No
134;62022;No;Yes;Yes;No;No;No;Yes
283;62095;No;No;No;No;No;No;No
27;62215;Yes;Yes;Yes;No;No;No;No
192;62248;Yes;Yes;Yes;No;No;No;No
179;62483;Yes;Yes;Yes;No;No;No;No
237;62580;Yes;Yes;Yes;No;No;No;No
111;62615;Yes;Yes;Yes;No;No;No;No
162;62917;No;Yes;Yes;No;No;No;Yes
21;63189;Yes;Yes;Yes;No;No;No;No
181;63773;Yes;Yes;Yes;No;No;No;No
45;63999;Yes;Yes;Yes;No;No;No;No
244;64013;No;No;No;No;No;No;No
68;64307;Yes;Yes;Yes;No;No;No;No
96;64407;Yes;Yes;Yes;No;No;No;No
221;64484;Yes;Yes;Yes;No;No;No;No
5;64545;No;No;No;No;Yes;No;No
285;64911;No;Yes;Yes;No;No;No;Yes
156;65009;Yes;Yes;Yes;No;No;No;No
287;65045;Yes;Yes;Yes;No;No;No;No
6;65177;Yes;Yes;Yes;No;No;No;No
54;65240;Yes;Yes;Yes;No;No;No;No
303;66039;Yes;Yes;Yes;No;No;No;No
272;66317;No;No;Yes;No;Yes;No;No
280;66742;Yes;Yes;Yes;No;No;No;No
316;66798;Yes;Yes;Yes;No;No;No;No
4;67507;Yes;Yes;Yes;No;No;No;No
102;67536;Yes;Yes;Yes;No;No;No;No
169;67865;Yes;Yes;Yes;No;No;No;No
248;68104;Yes;Yes;Yes;No;No;No;No
29;68152;Yes;Yes;Yes;No;No;No;No
30;68301;No;No;Yes;No;Yes;No;No
3;68996;Yes;Yes;Yes;No;No;No;No
164;69188;No;No;No;No;No;No;No
24;69249;Yes;Yes;Yes;No;No;No;No
246;69312;Yes;Yes;Yes;No;No;No;No
141;69340;Yes;Yes;Yes;No;No;No;No
309;69665;No;No;No;No;No;No;No
86;69694;Yes;Yes;Yes;No;No;No;No
81;69817;Yes;Yes;Yes;No;No;No;No
97;69932;Yes;Yes;Yes;No;No;No;No
259;70453;Yes;Yes;Yes;No;No;No;No
293;70614;No;Yes;No;No;Yes;No;No
302;70747;No;No;No;No;No;No;Yes
158;71153;Yes;Yes;Yes;No;No;No;No
93;71396;No;No;No;No;No;No;No
62;71457;No;No;No;No;No;No;No
292;71739;No;Yes;Yes;No;Yes;No;No
166;71884;No;No;Yes;No;No;No;No
275;71950;Yes;Yes;Yes;No;No;No;No
108;71954;Yes;Yes;Yes;No;No;No;No
306;72074;No;No;Yes;No;No;No;No
125;72192;Yes;Yes;Yes;No;No;No;No
